Business Name,Address,Phone Number,Facility Type,Referral Priority
PHOENIX CHILDREN'S OUTREACH CLINIC AT THE WELCOME,"9440 N 25TH AVE, PHOENIX, AZ 85021-2714",602-933-0930,Exclude / Not Useful,X
PHOENIX CHILDREN'S PEDIATRICS - PARADISE,"4848 E CACTUS RD STE 6, SCOTTSDALE, AZ 85254-4163",602-933-0930,Exclude / Not Useful,X
PHOENIX CHILDREN'S PEDIATRICS - ROME TOWERS,"1760 E PECOS RD STE 207, GILBERT, AZ 85295-3202",602-933-0930,Exclude / Not Useful,X
PHOENIX CHILDREN'S PEDIATRICS - TEMPE,"6301 S MCCLINTOCK DR, TEMPE, AZ 85283-3392",602-933-0930,Exclude / Not Useful,X
PHOENIX CHILDREN'S PEDIATRICS AND URGENT CARE - NO,"20325 N 51ST AVE, GLENDALE, AZ 85308-5674",623-972-5437,Exclude / Not Useful,X
PHOENIX CHILDREN'S PEDIATRICS AND URGENT CARE- CAD,"9319 E CADENCE PKWY, MESA, AZ 85212-1193",602-933-0930,Exclude / Not Useful,X
PHOENIX CHILDREN'S PEDIATRICS – CHANDLER,"60 S KYRENE RD STE 1, CHANDLER, AZ 85226-4685",602-933-0930,Exclude / Not Useful,X
PHOENIX CHILDREN'S PEDIATRICS- GILBERT,"2550 E GUADALUPE RD, GILBERT, AZ 85234-5114",602-933-0930,Exclude / Not Useful,X
PHOENIX CHILDREN'S PEDIATRICS- NORTH GILBERT,"1501 N GILBERT RD, GILBERT, AZ 85234-2390",602-279-1697,Exclude / Not Useful,X
PHOENIX CHILDREN'S PEDIATRICS- NORTH PHOENIX,"3805 E BELL RD STE 510, PHOENIX, AZ 85032-2105",602-933-1000,Exclude / Not Useful,X
PHOENIX CHILDREN'S PEDIATRICS-DOBSON VILLAGE,"205 S DOBSON RD STE 1, CHANDLER, AZ 85224-6183",480-963-6668,Exclude / Not Useful,X
PHOENIX CHILDREN'S PEDIATRICS-SCOTTSDALE,"5425 E BELL RD STE 145, SCOTTSDALE, AZ 85254-6010",602-933-0930,Exclude / Not Useful,X
PHOENIX CHILDREN'S SPECIALTY & - SCOTTSDALE CENTER,"6990 E SHEA BLVD, SCOTTSDALE, AZ 85254-5200",480-922-5437,Exclude / Not Useful,X
PHOENIX CHILDREN'S SPECIALTY & URGENT CARE- EAST V,"5131 E SOUTHERN AVE, MESA, AZ 85206-2799",480-833-5437,Exclude / Not Useful,X
PHOENIX CHILDREN'S SPECIALTY CARE - ARROWHEAD CAM,"6524 W SACK DR STE 201, GLENDALE, AZ 85308-7549",602-933-1000,Exclude / Not Useful,X
PHOENIX CHILDREN'S SPECIALTY CARE - ARROWHEAD CAM,"6524 W SACK DR STE 101, GLENDALE, AZ 85308-7400",602-933-1000,Exclude / Not Useful,X
PHOENIX CHILDREN'S SPECIALTY CARE - ARROWHEAD CAMP,"6524 W SACK DR STE 21, GLENDALE, AZ 85308-7178",602-933-1000,Exclude / Not Useful,X
PHOENIX CHILDREN'S SPECIALTY CARE-ARROWHEAD CAMPUS,"6524 W SACK DR STE 220, GLENDALE, AZ 85308-7549",602-933-1000,Exclude / Not Useful,X
PHOENIX CHILDREN'S SPECIALTY CARE-ARROWHEAD CAMPUS,"6524 W SACK DR STE 11, GLENDALE, AZ 85308-7178",602-933-0930,Exclude / Not Useful,X
PHOENIX CHILDREN'S SPECIALTY CLINIC AT MERCY GILBE,"3370 S MERCY RD STE 1, GILBERT, AZ 85297-0414",602-933-6189,Exclude / Not Useful,X
PHOENIX CHILDREN'S SPECIALTY CLINIC AT MERCY GILBE,"3370 S MERCY RD STE 1, GILBERT, AZ 85297-0414",602-933-3033,Exclude / Not Useful,X
PHOENIX CHILDREN'S SPECIALTY CLINIC AT MERCY GILBE,"3370 S MERCY RD STE 213, GILBERT, AZ 85297-0417",602-933-1000,Exclude / Not Useful,X
PHOENIX CHILDREN'S SPECIALTY CLINIC AT MERCY GILBE,"3370 S MERCY RD STE 1, GILBERT, AZ 85297-0414",602-933-0930,Exclude / Not Useful,X
PHOENIX CHILDREN'S SPECIALTY CLINIC AT MERCY GILBE,"3370 S MERCY RD STE 2, GILBERT, AZ 85297-0414",602-933-5437,Exclude / Not Useful,X
PHOENIX CHILDREN'S SPECIALTY CLINIC AT MERCY GILBE,"3370 S MERCY RD STE 1, GILBERT, AZ 85297-0414",602-933-1968,Exclude / Not Useful,X
PHOENIX CHILDREN'S SPECIALTY CLINIC AT MERCY GILBE,"3370 S MERCY RD STE 2, GILBERT, AZ 85297-0414",602-933-0016,Exclude / Not Useful,X
PHOENIX CHILDREN'S SPECIALTY CLINIC AT MERCY GILBE,"3370 S MERCY RD STE 1, GILBERT, AZ 85297-0414",902-933-0935,Exclude / Not Useful,X
PHOENIX CHILDREN'S SPECIALTY CLINIC AT MERCY GILBE,"3370 S MERCY RD STE 2, GILBERT, AZ 85297-0414",602-933-1000,Exclude / Not Useful,X
PHOENIX CHILDREN'S SPECIALTY CLINIC AT MERCY GILBE,"3370 S MERCY RD, GILBERT, AZ 85297-0414",602-933-1000,Exclude / Not Useful,X
"PHOENIX CHILDREN'S SPECIALTY&URGENT CARE,E VLY OTC","5131 E SOUTHERN AVE, MESA, AZ 85206-2799",480-833-5437,Exclude / Not Useful,X
PHOENIX CHILDRENS SPECIALTY CARE - ARROWHEAD CAMPU,"6524 W SACK DR STE 12, GLENDALE, AZ 85308-7178",602-933-1000,Exclude / Not Useful,X
PHOENIX CHILDREN’S SPECIALTY CARE & EMERGENCY DEPA,"1665 N AVONDALE BLVD, AVONDALE, AZ 85392-5006",623-312-2000,Exclude / Not Useful,X
PHOENIX CHILDREN’S SPECIALTY CARE – ARROWHEAD CAMP,"6524 W SACK DR STE 130, GLENDALE, AZ 85308-7400",602-933-0930,Exclude / Not Useful,X
PHOENIX DIALYSIS CENTER,"337 E CORONADO RD, PHOENIX, AZ 85004-1580",602-253-9006,Exclude / Not Useful,X
PHOENIX ER,"3050 S DOBSON RD, CHANDLER, AZ 85248-4906",713-660-0557,Exclude / Not Useful,X
PHOENIX FAMILY MEDICAL CLINIC,"1108 W INDIAN SCHOOL RD, PHOENIX, AZ 85013-3107",602-773-5600,Exclude / Not Useful,X
PHOENIX HEALTH AND WELLBEING,"4801 S LAKESHORE DR # SUI, TEMPE, AZ 85282-7155",480-256-9299,Exclude / Not Useful,X
PHOENIX HOME DIALYSIS,"5115 E THOMAS RD STE 1, PHOENIX, AZ 85018-7918",602-840-0072,Exclude / Not Useful,X
PHOENIX MOUNTAIN POST ACUTE,"13232 N TATUM BLVD, PHOENIX, AZ 85032-6459",602-996-5200,Exclude / Not Useful,X
PHOENIX NEUROLOGICAL & PAIN INSTITUTE,"10720 E SOUTHERN AVE # SUI, MESA, AZ 85209-3810",480-963-1853,Exclude / Not Useful,X
PHOENIX NEUROLOGICAL INSTITUTE,"1343 N ALMA SCHOOL RD, CHANDLER, AZ 85224-5941",480-776-2982,Exclude / Not Useful,X
"PHOENIX PAIN TREATMENT CENTERS, PLLC","9140 W THOMAS RD STE B, PHOENIX, AZ 85037-3378",623-266-9504,Exclude / Not Useful,X
PHOENIX RESCUE MISSION,"338 N 15TH AVE, PHOENIX, AZ 85007-2402",602-233-3000,Exclude / Not Useful,X
PHOENIX RESCUE MISSION,"1801 S 35TH AVE, PHOENIX, AZ 85009-6706",602-419-8194,Exclude / Not Useful,X
PHOENIX RISE,"1125 W JACKSON ST, PHOENIX, AZ 85007-3110",480-831-7566,Exclude / Not Useful,X
PHOENIX RISE HEALTH AND WELLNESS LLC,"4045 E BELL RD STE 147, PHOENIX, AZ 85032-2239",323-901-6004,Exclude / Not Useful,X
PHOENIX THERAPISTS' HUB,"16601 N 40TH ST, PHOENIX, AZ 85032-3345",480-788-8466,Exclude / Not Useful,X
PHOENIX WELLNESS CENTER,"2060 W WHISPERING WIND DR, PHOENIX, AZ 85085-2867",480-653-8434,Exclude / Not Useful,X
PHUSION WELLNESS,"1148 W BASELINE RD, MESA, AZ 85210-5971",480-559-3149,Exclude / Not Useful,X
PHX CHILDREN'S HOSP SPEC CARE CARDIOLOGY SCOTTSDAL,"10250 N 92ND ST, SCOTTSDALE, AZ 85258-4510",480-551-5154,Exclude / Not Useful,X
"PINNACLE PEAK RECOVERY, LLC","8070 E MORGAN TRL, SCOTTSDALE, AZ 85258-1227",480-750-1200,Exclude / Not Useful,X
"PINNACLE PEAK RECOVERY, LLC","6145 E SHEA BLVD, SCOTTSDALE, AZ 85254-5423",480-750-1200,Exclude / Not Useful,X
PLANNED PARENTHOOD - GLENDALE,"5771 W EUGIE AVE, GLENDALE, AZ 85304-1241",623-934-7006,Exclude / Not Useful,X
PLANNED PARENTHOOD - MESA,"1235 S GILBERT RD, MESA, AZ 85204-6005",602-277-7526,Exclude / Not Useful,X
"PLANNED PARENTHOOD ARIZONA INC,-DESERT SKY HEALTH","2020 N 75TH AVE, PHOENIX, AZ 85035-3200",602-200-2129,Exclude / Not Useful,X
PLANNED PARENTHOOD CENTRAL PHOENIX,"4751 N 15TH ST, PHOENIX, AZ 85014-3707",602-263-2220,Exclude / Not Useful,X
PLANNED PARENTHOOD TEMPE,"1837 E BASELINE RD, TEMPE, AZ 85283-1501",602-200-2129,Exclude / Not Useful,X
PLAZA MEDICA MEXICANA,"4660 W THOMAS RD STE A, PHOENIX, AZ 85031-3718",602-442-4500,Exclude / Not Useful,X
PONDEROSA HEART HOUSE CALL,"2162 E WILLIAMS FIELD RD, GILBERT, AZ 85295-0735",480-795-1515,Exclude / Not Useful,X
POWER RECOVERY CENTER LLC,"1137 W MCDOWELL RD, PHOENIX, AZ 85007-1747",858-386-6705,Exclude / Not Useful,X
POWER ROAD DIALYSIS,"301 S POWER RD STE 10, MESA, AZ 85206-5241",480-641-1193,Exclude / Not Useful,X
PRE-ADMISSION TESTING CLINIC AT ST JOSEPH'S HOSPIT,"2910 N 3RD AVE STE 13, PHOENIX, AZ 85013-4434",602-406-6082,Exclude / Not Useful,X
PRECISION WELLNESS CENTER LLC,"5220 N DYSART RD, LITCHFIELD PARK, AZ 85340-3045",978-387-3290,Exclude / Not Useful,X
PREMIER HEALTHCARE LLC,"17224 N 43RD AVE, GLENDALE, AZ 85308-4025",480-204-4609,Exclude / Not Useful,X
"PREMIER INTEGRATED HEALTHCARE, PLLC","7525 E BROADWAY RD STE 3, MESA, AZ 85208-1156",480-770-5670,Exclude / Not Useful,X
PREMIER MRI CLINICS,"1950 E SOUTHERN AVE # SUI, TEMPE, AZ 85282-7523",602-854-4674,Exclude / Not Useful,X
PREMIUM BEHAVIOR CLINIC,"5251 W CAMPBELL AVE STE 203, PHOENIX, AZ 85031-1719",602-486-4328,Exclude / Not Useful,X
PREMIUM LEGACY HEALTHCARE INC,"5062 N 19TH AVE, PHOENIX, AZ 85015-3225",602-900-6791,Exclude / Not Useful,X
PRIME WELLNESS CENTER LLC,"16605 N 28TH AVE STE A10, PHOENIX, AZ 85053-7551",857-554-6282,Exclude / Not Useful,X
PRIZM ADDICTION RECOVERY LLC,"2734 W BELL RD STE 138, PHOENIX, AZ 85053-7527",602-292-2010,Exclude / Not Useful,X
"PRODIGY HEALTHCARE, LLC","460 N MESA DR STE 10, MESA, AZ 85201-5973",480-237-7128,Exclude / Not Useful,X
"PROFESSIONAL PORTABLE X-RAY, INC.","6314 W UNION HILLS DR, GLENDALE, AZ 85308-1066",612-369-1991,Exclude / Not Useful,X
PROSANO HEALTH SOLUTIONS INC,"9000 W THUNDERBIRD RD STE 11, PEORIA, AZ 85381-4451",855-776-7266,Exclude / Not Useful,X
PROSANO HEALTH SOLUTIONS INC,"9321 W THOMAS RD STE 420, PHOENIX, AZ 85037-3399",855-776-7266,Exclude / Not Useful,X
"PROSANO HEALTH SOLUTIONS, INC","19810 N 7TH AVE STE 1, PHOENIX, AZ 85027-4741",855-776-7266,Exclude / Not Useful,X
"PROSANO HEALTH SOLUTIONS, INC","1910 S STAPLEY DR, MESA, AZ 85204-6674",855-776-7266,Exclude / Not Useful,X
"PROSANO HEALTH SOLUTIONS, INC","7373 N SCOTTSDALE RD # SU, SCOTTSDALE, AZ 85253-3559",855-776-7266,Exclude / Not Useful,X
"PROSANO HEALTH SOLUTIONS, INC","3530 S VAL VISTA DR # SU, GILBERT, AZ 85297-7318",855-776-7266,Exclude / Not Useful,X
PROSPER AZ LLC,"10750 W MCDOWELL RD # C-30, AVONDALE, AZ 85392-5960",602-899-3015,Exclude / Not Useful,X
PROSPER INTEGRATED HEALTH CARE,"10750 W MCDOWELL RD, AVONDALE, AZ 85392-5960",623-204-1633,Exclude / Not Useful,X
PULSE HEALTHCARE SOLUTIONS PLLC,"501 W RAY RD STE 4-5, CHANDLER, AZ 85225-7284",480-590-5146,Exclude / Not Useful,X
PURPOSE HEALING CENTER,"1841 N 24TH ST, PHOENIX, AZ 85008-3534",480-579-3319,Exclude / Not Useful,X
PURPOSE HEALING CENTER,"8712 E VIA DE COMMERCIO # 600, SCOTTSDALE, AZ 85258-3362",480-579-3319,Exclude / Not Useful,X
PURPOSE HEALING CENTER,"1841 N 24TH ST STE 1, PHOENIX, AZ 85008-3534",480-579-3319,Exclude / Not Useful,X
"PURPOSE HEALING CENTER, LLC","9332 N 95TH WAY STE B-2, SCOTTSDALE, AZ 85258-5536",480-579-3319,Exclude / Not Useful,X
PUSH WELLNESS LLC,"2821 N 33RD AVE STE 9, PHOENIX, AZ 85009-1425",281-216-2620,Exclude / Not Useful,X
QUADRA BEHAVIORAL HEALTH LLC,"955 W CHANDLER BLVD STE 12, CHANDLER, AZ 85225-4906",469-401-8195,Exclude / Not Useful,X
QUAIL RUN BEHAVIORAL HEALTH,"2545 W QUAIL AVE, PHOENIX, AZ 85027-2418",602-455-5769,Exclude / Not Useful,X
"QUALITY MEDICAL IMAGING OF ARIZONA, INC.","8650 N 35TH AVE, PHOENIX, AZ 85051-3835",866-508-4870,Exclude / Not Useful,X
QWICK CARE URGENT CARE,"1395 W WICKENBURG WAY, WICKENBURG, AZ 85390-4231",928-668-1845,Exclude / Not Useful,X
"RANCHO BELLA, LLC","21609 N 12TH AVE STE 600, PHOENIX, AZ 85027-2850",602-622-7731,Exclude / Not Useful,X
"RANCHO DEL PACIFICO, LLC","3377 S PRICE RD OFC, CHANDLER, AZ 85248-3573",480-802-8059,Exclude / Not Useful,X
RAPID URGENT CARE PLLC,"4120 N 108TH AVE # 120, PHOENIX, AZ 85037-5773",602-368-4868,Exclude / Not Useful,X
RAPID-RAY,"1825 E NORTHERN AVE STE 115, PHOENIX, AZ 85020-3953",520-625-7670,Exclude / Not Useful,X
RAPIDSOUND INC,"1825 E NORTHERN AVE, PHOENIX, AZ 85020-3940",602-971-9729,Exclude / Not Useful,X
RAVEN DIALYSIS CENTER,"3540 E BASELINE RD, PHOENIX, AZ 85042-9627",602-431-2110,Exclude / Not Useful,X
REAL SOLUTION CLINIC LLC,"2432 W PEORIA AVE STE 1022, PHOENIX, AZ 85029-4728",602-330-3127,Exclude / Not Useful,X
"REAL SOLUTIONS TREATMENT CENTER, INC","4136 N 75TH AVE, PHOENIX, AZ 85033-3171",208-249-9758,Exclude / Not Useful,X
"RECOVERY INNOVATIONS, INC-RECOVERY RESPONSE CENTER","11361 N 99TH AVE, PEORIA, AZ 85345-5470",602-650-1212,Exclude / Not Useful,X
"RECOVERY INNOVATIONS, INC.","2701 N 16TH ST, PHOENIX, AZ 85006-1263",602-619-3026,Exclude / Not Useful,X
"RECOVERY INNOVATIONS, INC.","11361 N 99TH AVE, PEORIA, AZ 85345-5470",602-650-1212,Exclude / Not Useful,X
RECOVERY ROOM IV THERAPY,"5333 N 7TH ST STE B112, PHOENIX, AZ 85014-2840",480-571-6761,Exclude / Not Useful,X
RECOVERY SYNDICATE,"3140 N ARIZONA AVE # SUI, CHANDLER, AZ 85225-7165",833-595-2999,Exclude / Not Useful,X
RECOVIA LLC,"2411 W NORTHERN AVE # SUI, PHOENIX, AZ 85021-4868",480-712-4600,Exclude / Not Useful,X
"RECOVIA, LLC","337 E CORONADO RD, PHOENIX, AZ 85004-1580",480-712-4600,Exclude / Not Useful,X
"RECOVIA, LLC","9250 W THOMAS RD STE 250, PHOENIX, AZ 85037-3362",480-712-4600,Exclude / Not Useful,X
"RECOVIA, LLC","6553 E BAYWOOD AVE, MESA, AZ 85206-1752",480-712-4600,Exclude / Not Useful,X
"RECOVIA, LLC","1760 E PECOS RD STE 43, GILBERT, AZ 85295-3200",480-712-4600,Exclude / Not Useful,X
"RECOVIA, LLC","1910 E SOUTHERN AVE, TEMPE, AZ 85282-7592",480-712-4600,Exclude / Not Useful,X
"RECOVIA, LLC","19636 N 27TH AVE, PHOENIX, AZ 85027-4013",480-712-4600,Exclude / Not Useful,X
RED MOUNTAIN BEHAVIORAL HEALTH SERVICES,"890 W ELLIOT RD STE 103, GILBERT, AZ 85233-5127",480-641-9552,Exclude / Not Useful,X
REGENT MEDICAL URGENT CARE,"16872 N CAVE CREEK RD, PHOENIX, AZ 85032-2506",602-494-7700,Exclude / Not Useful,X
RELIANCE CARE CENTER LLC,"3921 E BASELINE RD, GILBERT, AZ 85234-2727",304-906-7572,Exclude / Not Useful,X
RELIEF BEHAVIORAL HEALTH LLC,"4494 W PEORIA AVE STE 115A, GLENDALE, AZ 85302-2020",480-764-0508,Exclude / Not Useful,X
"RENAISSANCE RECOVERY CENTER, LLC","459 N GILBERT RD, GILBERT, AZ 85234-4591",480-632-1345,Exclude / Not Useful,X
RENAL CARE GROUP - APACHE JUNCTION,"11540 E UNIVERSITY DR, APACHE JUNCTION, AZ 85120-4306",480-357-5572,Exclude / Not Useful,X
RENAL CARE GROUP - MARYVALE,"4502 W INDIAN SCHOOL RD, PHOENIX, AZ 85031-2800",623-247-0695,Exclude / Not Useful,X
"RENAL CARE GROUP ARIZONA, LLC","912 W CHANDLER BLVD, CHANDLER, AZ 85225-4910",480-821-9801,Exclude / Not Useful,X
"RENAL CARE GROUP ARIZONA, LLC","9666 E RIGGS RD STE 14, SUN LAKES, AZ 85248-7402",480-883-1301,Exclude / Not Useful,X
RENAL CARE GROUP OF ARIZONA - EAST VALLEY DIALYSIS,"135 S POWER RD STE 10, MESA, AZ 85206-5245",480-985-4911,Exclude / Not Useful,X
RENAL CARE GROUP SOUTHEAST VALLEY,"22715 S ELLSWORTH RD, QUEEN CREEK, AZ 85142-6130",480-677-2463,Exclude / Not Useful,X
RENAL CARE GROUP TEMPE,"1449 W SOUTHERN AVE, TEMPE, AZ 85282-4446",480-967-6360,Exclude / Not Useful,X
RENAL CARE GROUP- AHWATUKEE,"15930 S 48TH ST, PHOENIX, AZ 85048-0903",480-785-2270,Exclude / Not Useful,X
RENAL CARE GROUP-SCOTTSDALE,"1495 N HAYDEN RD STE D1-D4, SCOTTSDALE, AZ 85257-3762",480-949-7844,Exclude / Not Useful,X
RENEE'S RESILIENCE RECOVERY INC,"4040 E MCDOWELL RD STE 501, PHOENIX, AZ 85008-4478",602-354-3326,Exclude / Not Useful,X
RENEW HEALTH OTC,"426 E SOUTHERN AVE, TEMPE, AZ 85282-5215",480-681-7979,Exclude / Not Useful,X
RENEWAL CENTER FOR BIRTH,"16700 N THOMPSON PEAK PKWY # UNI, SCOTTSDALE, AZ 85260-2384",480-454-4490,Exclude / Not Useful,X
"RENEWED PATH, LLC","515 W BUCKEYE RD STE 10, PHOENIX, AZ 85003-2647",602-727-4431,Exclude / Not Useful,X
RENEWED POWER INC,"1270 E BROADWAY RD, TEMPE, AZ 85282-1517",850-251-8547,Exclude / Not Useful,X
RESILIENT HEALTH,"3271 E QUEEN CREEK RD, GILBERT, AZ 85297-8508",602-995-1767,Exclude / Not Useful,X
RESILIENT HEALTH,"1005 N 1ST ST, PHOENIX, AZ 85004-1924",602-995-1767,Exclude / Not Useful,X
RESILIENT HEALTH,"3271 E QUEEN CREEK RD # SU, GILBERT, AZ 85297-8508",480-620-8811,Exclude / Not Useful,X
RESILIENT HEALTH,"3341 E QUEEN CREEK RD # SU, GILBERT, AZ 85297-8503",602-995-1768,Exclude / Not Useful,X
RESILIENT HEALTH,"4655 S LAKESHORE DR, TEMPE, AZ 85282-8328",602-995-1767,Exclude / Not Useful,X
RESILIENT HEALTH,"1415 N 1ST ST, PHOENIX, AZ 85004-1604",480-620-8811,Exclude / Not Useful,X
RESILIENT HEALTH,"2255 W NORTHERN AVE, PHOENIX, AZ 85021-4936",602-995-1767,Exclude / Not Useful,X
RESILIENT HEALTH,"3341 E QUEEN CREEK RD # SUI, GILBERT, AZ 85297-8503",602-995-1767,Exclude / Not Useful,X
"RESOLUTION GROUP, INC, THE","1608 E EARLL DR, PHOENIX, AZ 85016-7618",480-962-9288,Exclude / Not Useful,X
"RESOLUTION GROUP, INC., THE","623 W SOUTHERN AVE, MESA, AZ 85210-5029",480-962-9288,Exclude / Not Useful,X
RESOURCE HEALTHCARE INC,"16427 N SCOTTSDALE RD STE 41, SCOTTSDALE, AZ 85254-8197",920-946-3325,Exclude / Not Useful,X
RESOURCE HEALTHCARE INC,"7776 SOUTH POINTE PARKWAY W, S, PHOENIX, AZ 85044",602-845-0174,Exclude / Not Useful,X
REST RECOVERY,"13651 N 32ND ST, PHOENIX, AZ 85032-6025",631-220-0630,Exclude / Not Useful,X
RESTORATIVE PSYCH WELLNESS CENTER,"1017 S GILBERT RD, MESA, AZ 85204-4442",732-322-1807,Exclude / Not Useful,X
REVIVE INTEGRATED CARE SERVICES,"1616 E INDIAN SCHOOL RD STE 4, PHOENIX, AZ 85016-8601",602-688-6327,Exclude / Not Useful,X
REVIVE RECOVERY CENTER LLC,"127 W JUANITA AVE, MESA, AZ 85210-6111",424-212-9052,Exclude / Not Useful,X
RI INTERNATIONAL,"11361 N 99TH AVE STE 100, PEORIA, AZ 85345-5470",602-650-1212,Exclude / Not Useful,X
RI INTERNATIONAL,"11361 N 99TH AVE, PEORIA, AZ 85345-5470",602-650-1212,Exclude / Not Useful,X
RIGHT DIRECTION WELLNESS LLC,"1839 S ALMA SCHOOL RD, MESA, AZ 85210-3023",708-612-1170,Exclude / Not Useful,X
RIGHT OF WAY,"3707 E SOUTHERN AVE # SUI, MESA, AZ 85206-2569",480-634-1163,Exclude / Not Useful,X
RIGHT OF WAY,"5800 W GLENN DR STE 1, GLENDALE, AZ 85301-2468",480-202-1000,Exclude / Not Useful,X
RIGHT PATH LLC,"2121 S MILL AVE, TEMPE, AZ 85282-2138",480-912-5122,Exclude / Not Useful,X
RIO RETREAT CENTER AT THE MEADOWS,"1245 JACK BURDEN RD, WICKENBURG, AZ 85390-3370",602-232-0621,Exclude / Not Useful,X
"RIO SALADO BEHAVIORAL HEALTH SYSTEMS, INC.","1308 W CAMELBACK RD, PHOENIX, AZ 85013-2107",602-252-9048,Exclude / Not Useful,X
"RISING PHOENIX WELLNESS SERVICES, LLC","21803 N SCOTTSDALE RD, SCOTTSDALE, AZ 85255-7438",480-427-2290,Exclude / Not Useful,X
RITE PATH,"20275 E RITTENHOUSE RD, QUEEN CREEK, AZ 85142-1661",480-987-2053,Exclude / Not Useful,X
"RIVER SOURCE TREATMENT CENTER - CASA GRANDE, LLC","2325 W GUADALUPE RD, GILBERT, AZ 85233-2811",602-739-7110,Exclude / Not Useful,X
ROOSEVELT HEALTH CENTER,"3146 E WIER AVE, PHOENIX, AZ 85040-2754",480-858-9100,Exclude / Not Useful,X
ROSEWOOD RANCH OUTPATIENT CLINIC,"521 W WICKENBURG WAY, WICKENBURG, AZ 85390-5200",928-684-9594,Exclude / Not Useful,X
ROYA HEALTH LLC,"1345 E MAIN ST STE 104, MESA, AZ 85203-8950",678-642-3532,Exclude / Not Useful,X
"S T A R - STAND TOGETHER AND RECOVER CENTERS, INC","1310 W UNIVERSITY DR, MESA, AZ 85201-5420",480-649-3642,Exclude / Not Useful,X
"S T A R - STAND TOGETHER AND RECOVER CENTERS, INC","2502 E WASHINGTON ST, PHOENIX, AZ 85034-1412",602-231-0071,Exclude / Not Useful,X
"S T A R - STAND TOGETHER AND RECOVER CENTERS, INC.","605 N CENTRAL AVE, AVONDALE, AZ 85323-1910",623-882-8463,Exclude / Not Useful,X
"S.E.E.K. ARIZONA, LLC","1830 S ALMA SCHOOL RD, MESA, AZ 85210-3056",480-902-0771,Exclude / Not Useful,X
SAFE HAVEN YOUTH & FAMILY SERVICES,"2266 S DOBSON RD, MESA, AZ 85202-6488",480-499-3991,Exclude / Not Useful,X
SAFE HOUSE WELLNESS & HEALTH,"1204 E BASELINE RD, TEMPE, AZ 85283-1454",480-687-9194,Exclude / Not Useful,X
SAGE COUNSELING INC,"15650 N BLACK CANYON HWY, PHOENIX, AZ 85053-4064",480-649-3352,Exclude / Not Useful,X
SAGE COUNSELING INC,"3336 N 32ND ST STE 1, PHOENIX, AZ 85018-6241",480-649-3352,Exclude / Not Useful,X
"SAGE COUNSELING, INC","3802 N 53RD AVE, PHOENIX, AZ 85031-3021",480-649-3352,Exclude / Not Useful,X
"SAGE COUNSELING, INC","4427 S RURAL RD STE 5, TEMPE, AZ 85282-7061",480-649-3352,Exclude / Not Useful,X
"SAGE COUNSELING, INC","10413 N SCOTTSDALE RD, SCOTTSDALE, AZ 85253-1428",480-649-3352,Exclude / Not Useful,X
"SAGE COUNSELING, INC","4435 S RURAL RD STE 5, TEMPE, AZ 85282-7059",480-649-3352,Exclude / Not Useful,X
"SAGE COUNSELING, INC","6610 N 47TH AVE, GLENDALE, AZ 85301-4163",480-649-3352,Exclude / Not Useful,X
"SAGE COUNSELING, INC","460 N MESA DR STE 11, MESA, AZ 85201-5973",480-649-3352,Exclude / Not Useful,X
"SAGE COUNSELING, INC.","3101 E SHEA BLVD, PHOENIX, AZ 85028-3210",480-649-3352,Exclude / Not Useful,X
SAGE HEALING LLC,"6625 E MAIN ST, MESA, AZ 85205-9038",602-816-5500,Exclude / Not Useful,X
SAGE PRIMARY AND PALLIATIVE CARE,"6380 E THOMAS RD STE 100, SCOTTSDALE, AZ 85251-7033",480-607-0606,Exclude / Not Useful,X
SAGUARO DERMATOLOGY ASSOCIATES,"3400 E MCDOWELL RD, PHOENIX, AZ 85008-3884",480-681-3300,Exclude / Not Useful,X
"SAGUARO JOINT AND SPINE, LLC","2919 S ELLSWORTH RD STE 109, MESA, AZ 85212-2165",480-597-4321,Exclude / Not Useful,X
SAGUARO SPRINGS HEALING CENTER PLLC,"4447 E BROADWAY RD, MESA, AZ 85206-2018",480-964-3914,Exclude / Not Useful,X
SAHARA WELLNESS CENTER,"5720 W PEORIA AVE # 102, GLENDALE, AZ 85302-1420",623-878-2100,Exclude / Not Useful,X
"SALOSAA INTEGRATED, LLC","7509 N 35TH AVE, PHOENIX, AZ 85051-7480",480-468-1796,Exclude / Not Useful,X
SAMARIA BEHAVIORAL HEALTH CENTER LLC,"6197 S RURAL RD, TEMPE, AZ 85283-2909",480-471-8980,Exclude / Not Useful,X
SAMIA PSYCHIATRY IOP PLLC,"1757 E BASELINE RD STE 101-103, GILBERT, AZ 85233-1533",806-834-7159,Exclude / Not Useful,X
SAN GABRIEL MEDICAL CLINIC,"4515 S MCCLINTOCK DR, TEMPE, AZ 85282-7376",480-780-0690,Exclude / Not Useful,X
"SAN TAN BEHAVIORAL HEALTH SERVICES, LLC","459 N GILBERT RD, GILBERT, AZ 85234-4591",480-507-3644,Exclude / Not Useful,X
SANCTUARY SOBER LIVING LLC,"11645 N CAVE CREEK RD, PHOENIX, AZ 85020-1300",602-612-3816,Exclude / Not Useful,X
SANTE OF CHANDLER,"825 S 94TH ST, CHANDLER, AZ 85224-6281",480-361-6636,Exclude / Not Useful,X
SANTE OF NORTH SCOTTSDALE OUTPATIENT THERAPY,"17490 N 93RD ST, SCOTTSDALE, AZ 85255-6323",480-588-5386,Exclude / Not Useful,X
