Business Name,Address,Phone Number,Facility Type,Priority
PURPOSE HEALING CENTER,"1841 N 24TH ST STE 1, PHOENIX, AZ 85008-3534",480-579-3319,Other,Low
"PURPOSE HEALING CENTER, LLC","9332 N 95TH WAY STE B-2, SCOTTSDALE, AZ 85258-5536",480-579-3319,Other,Low
PUSH WELLNESS LLC,"2821 N 33RD AVE STE 9, PHOENIX, AZ 85009-1425",281-216-2620,Other,Low
QUADRA BEHAVIORAL HEALTH LLC,"955 W CHANDLER BLVD STE 12, CHANDLER, AZ 85225-4906",469-401-8195,Other,Low
QUAIL RUN BEHAVIORAL HEALTH,"2545 W QUAIL AVE, PHOENIX, AZ 85027-2418",602-455-5769,Other,Low
"QUALITY MEDICAL IMAGING OF ARIZONA, INC.","8650 N 35TH AVE, PHOENIX, AZ 85051-3835",866-508-4870,Other,Low
QUARTZSITE IMAGING,"150 E TYSON ST, QUARTZSITE, AZ 85346",928-669-7498,Other,Low
QWICK CARE URGENT CARE,"1395 W WICKENBURG WAY, WICKENBURG, AZ 85390-4231",928-668-1845,Other,Low
"RAAD TAKI, MD","4580 E CAMP LOWELL DR, TUCSON, AZ 85712-1282",520-881-3232,Other,Low
RADIOLOGY LTD - ALVERNON,"630 N ALVERNON WAY STE 150, TUCSON, AZ 85711-1844",520-318-6151,Other,Low
RADIOLOGY LTD GREEN VALLEY CASA VERDE,"400 W CAMINO CASA VERDE # SU, GREEN VALLEY, AZ 85614-3564",520-648-9480,Other,Low
RADIOLOGY LTD LLC - RINCON,"10350 E DREXEL RD, TUCSON, AZ 85747-9405",520-545-1967,Other,Low
RADIOLOGY LTD LLC CAMP LOWELL IMAGING CENTER,"4640 E CAMP LOWELL DR, TUCSON, AZ 85712-1296",520-795-2889,Other,Low
RADIOLOGY LTD LLC GREEN VALLEY,"450 W CONTINENTAL RD, GREEN VALLEY, AZ 85622-3551",520-795-2889,Other,Low
RADIOLOGY LTD LLC LA CHOLLA CENTER FOR DIAGNOSTIC,"5960 N LA CHOLLA BLVD, TUCSON, AZ 85741-3535",630-399-0824,Other,Low
RADIOLOGY LTD LLC MIDVALE IMAGING CENTER,"1598A W COMMERCE CT, TUCSON, AZ 85746-6015",630-399-0824,Other,Low
RADIOLOGY LTD LLC RANCHO VISTOSO DIAGNOSTIC IMAGIN,"2551 E VISTOSO COMMERCE LOOP, ORO VALLEY, AZ 85755-9124",520-795-2889,Other,Low
RADIOLOGY LTD LLC WILMOT CENTER FOR DIAGNOSTIC IM,"677 N WILMOT RD, TUCSON, AZ 85711-2701",630-399-0824,Other,Low
RADIOLOGY LTD ST MARY'S MEDICAL PLAZA,"395 N SILVERBELL RD # SUI, TUCSON, AZ 85745-2675",469-872-4706,Hospital,High
RADIOLOGY LTD. - CARONDELET,"6567 E CARONDELET DR # SU, TUCSON, AZ 85710-6152",520-545-1955,Other,Low
"RANCHO BELLA, LLC","21609 N 12TH AVE STE 600, PHOENIX, AZ 85027-2850",602-622-7731,Other,Low
"RANCHO DEL PACIFICO, LLC","3377 S PRICE RD OFC, CHANDLER, AZ 85248-3573",480-802-8059,Other,Low
RAPID URGENT CARE PLLC,"4120 N 108TH AVE # 120, PHOENIX, AZ 85037-5773",602-368-4868,Other,Low
RAPID-RAY,"1825 E NORTHERN AVE STE 115, PHOENIX, AZ 85020-3953",520-625-7670,Other,Low
RAPIDSOUND INC,"1825 E NORTHERN AVE, PHOENIX, AZ 85020-3940",602-971-9729,Other,Low
RAVEN DIALYSIS CENTER,"3540 E BASELINE RD, PHOENIX, AZ 85042-9627",602-431-2110,Other,Low
REAL SOLUTION CLINIC LLC,"2432 W PEORIA AVE STE 1022, PHOENIX, AZ 85029-4728",602-330-3127,Other,Low
"REAL SOLUTIONS TREATMENT CENTER, INC","4136 N 75TH AVE, PHOENIX, AZ 85033-3171",208-249-9758,Other,Low
RECOVERY IN MOTION,"3655 E 2ND ST, TUCSON, AZ 85716-4346",520-907-5214,Other,Low
RECOVERY IN THE PINES,"919 12TH PL STE 13, PRESCOTT, AZ 86305-1433",928-308-4311,Other,Low
"RECOVERY INNOVATIONS, INC-RECOVERY RESPONSE CENTER","11361 N 99TH AVE, PEORIA, AZ 85345-5470",602-650-1212,Other,Low
"RECOVERY INNOVATIONS, INC.","2701 N 16TH ST, PHOENIX, AZ 85006-1263",602-619-3026,Other,Low
"RECOVERY INNOVATIONS, INC.","11361 N 99TH AVE, PEORIA, AZ 85345-5470",602-650-1212,Other,Low
RECOVERY ROOM IV THERAPY,"5333 N 7TH ST STE B112, PHOENIX, AZ 85014-2840",480-571-6761,Other,Low
RECOVERY SYNDICATE,"3140 N ARIZONA AVE # SUI, CHANDLER, AZ 85225-7165",833-595-2999,Other,Low
RECOVIA LLC,"2411 W NORTHERN AVE # SUI, PHOENIX, AZ 85021-4868",480-712-4600,Other,Low
"RECOVIA, LLC","337 E CORONADO RD, PHOENIX, AZ 85004-1580",480-712-4600,Other,Low
"RECOVIA, LLC","6400 E GRANT RD STE 17, TUCSON, AZ 85715-3860",480-712-4600,Other,Low
"RECOVIA, LLC","9250 W THOMAS RD STE 250, PHOENIX, AZ 85037-3362",480-712-4600,Other,Low
"RECOVIA, LLC","6553 E BAYWOOD AVE, MESA, AZ 85206-1752",480-712-4600,Other,Low
"RECOVIA, LLC","6060 N FOUNTAIN PLAZA DR, TUCSON, AZ 85704-7870",480-712-4600,Other,Low
"RECOVIA, LLC","1760 E PECOS RD STE 43, GILBERT, AZ 85295-3200",480-712-4600,Other,Low
"RECOVIA, LLC","1910 E SOUTHERN AVE, TEMPE, AZ 85282-7592",480-712-4600,Other,Low
"RECOVIA, LLC","19636 N 27TH AVE, PHOENIX, AZ 85027-4013",480-712-4600,Other,Low
RED MOUNTAIN BEHAVIORAL HEALTH SERVICES,"890 W ELLIOT RD STE 103, GILBERT, AZ 85233-5127",480-641-9552,Other,Low
RED MOUNTAIN SEDONA,"6050 STATE ROUTE 179, SEDONA, AZ 86351-6928",928-284-2690,Other,Low
"RED ROCK FAMILY SERVICES, LLC","707 E MINGUS AVE, COTTONWOOD, AZ 86326-3746",928-649-0447,Other,Low
"RED ROCK FAMILY SERVICES, LLC","709 E MINGUS AVE STE 101, COTTONWOOD, AZ 86326-3792",928-649-0447,Other,Low
"REFLECTION FAMILY SERVICES, INC.","2530 E BROADWAY BLVD, TUCSON, AZ 85716-5334",520-795-0981,Other,Low
REGENCY AMBULATORY SURGERY CENTER ONE LLC,"14725 W MOUNTAIN VIEW BLVD, SURPRISE, AZ 85374-2704",623-243-9077,Primary Care Office,High
REGENT MEDICAL URGENT CARE,"16872 N CAVE CREEK RD, PHOENIX, AZ 85032-2506",602-494-7700,Other,Low
RELATIONSHIP RENOVATION COUNSELING CENTER,"1717 N TUCSON BLVD # U, TUCSON, AZ 85716-3074",520-955-1876,Other,Low
RELIANCE CARE CENTER LLC,"3921 E BASELINE RD, GILBERT, AZ 85234-2727",304-906-7572,Skilled Nursing Facility,High
RELIEF BEHAVIORAL HEALTH LLC,"4494 W PEORIA AVE STE 115A, GLENDALE, AZ 85302-2020",480-764-0508,Other,Low
REMBRANDT OUTPATIENT SURGERY CENTER PLLC,"6859 E REMBRANDT AVE # SU, MESA, AZ 85212-3628",480-809-6266,Primary Care Office,High
"RENAISSANCE RECOVERY CENTER, LLC","459 N GILBERT RD, GILBERT, AZ 85234-4591",480-632-1345,Other,Low
RENAL CARE GROUP - APACHE JUNCTION,"11540 E UNIVERSITY DR, APACHE JUNCTION, AZ 85120-4306",480-357-5572,Other,Low
RENAL CARE GROUP - GLOBE,"2250 E HIGHWAY 60 STE 0-2, MIAMI, AZ 85539-7715",928-425-2624,Other,Low
RENAL CARE GROUP - MARYVALE,"4502 W INDIAN SCHOOL RD, PHOENIX, AZ 85031-2800",623-247-0695,Other,Low
RENAL CARE GROUP - SHOW LOW,"1500 S WHITE MOUNTAIN RD, SHOW LOW, AZ 85901-7111",928-532-8430,Other,Low
"RENAL CARE GROUP ARIZONA, LLC","912 W CHANDLER BLVD, CHANDLER, AZ 85225-4910",480-821-9801,Other,Low
"RENAL CARE GROUP ARIZONA, LLC","9666 E RIGGS RD STE 14, SUN LAKES, AZ 85248-7402",480-883-1301,Other,Low
RENAL CARE GROUP OF ARIZONA - EAST VALLEY DIALYSIS,"135 S POWER RD STE 10, MESA, AZ 85206-5245",480-985-4911,Other,Low
"RENAL CARE GROUP OF ARIZONA, LLC","2145 MESQUITE AVE, LAKE HAVASU CITY, AZ 86403-6913",928-302-5145,Other,Low
RENAL CARE GROUP SOUTHEAST VALLEY,"22715 S ELLSWORTH RD, QUEEN CREEK, AZ 85142-6130",480-677-2463,Other,Low
RENAL CARE GROUP TEMPE,"1449 W SOUTHERN AVE, TEMPE, AZ 85282-4446",480-967-6360,Other,Low
RENAL CARE GROUP- AHWATUKEE,"15930 S 48TH ST, PHOENIX, AZ 85048-0903",480-785-2270,Other,Low
RENAL CARE GROUP-SAFFORD,"1250 S 20TH AVE, SAFFORD, AZ 85546-3378",928-428-1400,Other,Low
RENAL CARE GROUP-SAN CARLOS,"860 US HIGHWAY 70, PERIDOT, AZ 85542",928-475-5987,Other,Low
RENAL CARE GROUP-SCOTTSDALE,"1495 N HAYDEN RD STE D1-D4, SCOTTSDALE, AZ 85257-3762",480-949-7844,Other,Low
RENEE'S RESILIENCE RECOVERY INC,"4040 E MCDOWELL RD STE 501, PHOENIX, AZ 85008-4478",602-354-3326,Other,Low
RENEW HEALTH OTC,"426 E SOUTHERN AVE, TEMPE, AZ 85282-5215",480-681-7979,Other,Low
RENEWAL CENTER FOR BIRTH,"16700 N THOMPSON PEAK PKWY # UNI, SCOTTSDALE, AZ 85260-2384",480-454-4490,Other,Low
"RENEWED PATH, LLC","515 W BUCKEYE RD STE 10, PHOENIX, AZ 85003-2647",602-727-4431,Other,Low
RENEWED POWER INC,"1270 E BROADWAY RD, TEMPE, AZ 85282-1517",850-251-8547,Other,Low
RESILIENT HEALTH,"3271 E QUEEN CREEK RD, GILBERT, AZ 85297-8508",602-995-1767,Other,Low
RESILIENT HEALTH,"711 EAST COTTONWOOD SUITE C, CASA GRANDE, 85222",602-995-1768,Other,Low
RESILIENT HEALTH,"1005 N 1ST ST, PHOENIX, AZ 85004-1924",602-995-1767,Other,Low
RESILIENT HEALTH,"442 N 6TH AVE, TUCSON, AZ 85705-8370",602-995-1767,Other,Low
RESILIENT HEALTH,"1314 S 4TH AVE STE B, YUMA, AZ 85364-4659",602-995-1767,Other,Low
RESILIENT HEALTH,"412 N 6TH AVE STE 10, TUCSON, AZ 85705-8350",602-995-1767,Other,Low
RESILIENT HEALTH,"820 S CALIFORNIA AVE STE 1, PARKER, AZ 85344-5051",602-995-1767,Other,Low
RESILIENT HEALTH,"3271 E QUEEN CREEK RD # SU, GILBERT, AZ 85297-8508",480-620-8811,Other,Low
RESILIENT HEALTH,"1023 N F AVE, DOUGLAS, AZ 85607-2006",602-995-1767,Other,Low
RESILIENT HEALTH,"3341 E QUEEN CREEK RD # SU, GILBERT, AZ 85297-8503",602-995-1768,Other,Low
RESILIENT HEALTH,"4655 S LAKESHORE DR, TEMPE, AZ 85282-8328",602-995-1767,Other,Low
RESILIENT HEALTH,"1415 N 1ST ST, PHOENIX, AZ 85004-1604",480-620-8811,Other,Low
RESILIENT HEALTH,"2255 W NORTHERN AVE, PHOENIX, AZ 85021-4936",602-995-1767,Other,Low
RESILIENT HEALTH,"3341 E QUEEN CREEK RD # SUI, GILBERT, AZ 85297-8503",602-995-1767,Other,Low
"RESOLUTION GROUP, INC, THE","1608 E EARLL DR, PHOENIX, AZ 85016-7618",480-962-9288,Other,Low
"RESOLUTION GROUP, INC., THE","623 W SOUTHERN AVE, MESA, AZ 85210-5029",480-962-9288,Other,Low
RESOURCE HEALTHCARE INC,"16427 N SCOTTSDALE RD STE 41, SCOTTSDALE, AZ 85254-8197",920-946-3325,Other,Low
RESOURCE HEALTHCARE INC,"7776 SOUTH POINTE PARKWAY W, S, PHOENIX, AZ 85044",602-845-0174,Other,Low
REST RECOVERY,"13651 N 32ND ST, PHOENIX, AZ 85032-6025",631-220-0630,Other,Low
RESTORATIVE PSYCH WELLNESS CENTER,"1017 S GILBERT RD, MESA, AZ 85204-4442",732-322-1807,Other,Low
REVIVE HEALTH AND WELLNESS LLC,"1550 E FLORENCE BLVD, CASA GRANDE, AZ 85122-4788",520-635-5318,Other,Low
REVIVE INTEGRATED CARE SERVICES,"1616 E INDIAN SCHOOL RD STE 4, PHOENIX, AZ 85016-8601",602-688-6327,Other,Low
REVIVE RECOVERY CENTER LLC,"127 W JUANITA AVE, MESA, AZ 85210-6111",424-212-9052,Other,Low
RI INTERNATIONAL,"11361 N 99TH AVE STE 100, PEORIA, AZ 85345-5470",602-650-1212,Other,Low
RI INTERNATIONAL,"11361 N 99TH AVE, PEORIA, AZ 85345-5470",602-650-1212,Other,Low
RIGHT DIRECTION WELLNESS LLC,"1839 S ALMA SCHOOL RD, MESA, AZ 85210-3023",708-612-1170,Other,Low
RIGHT OF WAY,"3707 E SOUTHERN AVE # SUI, MESA, AZ 85206-2569",480-634-1163,Other,Low
RIGHT OF WAY,"5800 W GLENN DR STE 1, GLENDALE, AZ 85301-2468",480-202-1000,Other,Low
RIGHT PATH LLC,"2121 S MILL AVE, TEMPE, AZ 85282-2138",480-912-5122,Other,Low
RIGHT PATH RECOVERY LLC,"3338 E FORT LOWELL RD, TUCSON, AZ 85716-1639",404-820-9690,Other,Low
RIM COUNTRY HEALTH,"807 W LONGHORN RD, PAYSON, AZ 85541-4263",928-474-1120,Other,Low
RIM GUIDANCE CENTER - AERO LOCATION,"404 W AERO DR, PAYSON, AZ 85541-5407",602-257-9339,Other,Low
"Rincon ASC, LLC","10360 E DREXEL RD, TUCSON, AZ 85747-9405",520-207-2546,Other,Low
RIO RETREAT CENTER AT THE MEADOWS,"1245 JACK BURDEN RD, WICKENBURG, AZ 85390-3370",602-232-0621,Other,Low
"RIO SALADO BEHAVIORAL HEALTH SYSTEMS, INC.","1308 W CAMELBACK RD, PHOENIX, AZ 85013-2107",602-252-9048,Other,Low
"RISING PHOENIX WELLNESS SERVICES, LLC","21803 N SCOTTSDALE RD, SCOTTSDALE, AZ 85255-7438",480-427-2290,Other,Low
RITA RANCH DIALYSIS,"7355 S HOUGHTON RD, TUCSON, AZ 85747-9379",520-663-4035,Other,Low
RITE PATH,"20275 E RITTENHOUSE RD, QUEEN CREEK, AZ 85142-1661",480-987-2053,Other,Low
RIVER CITIES COMMUNITY CLINIC,"813 HANCOCK RD STE 1-2, BULLHEAD CITY, AZ 86442-5078",928-704-9700,Other,Low
RIVER HEALTH CLINIC,"1200 W MOHAVE RD, PARKER, AZ 85344-6349",928-669-7380,Other,Low
RIVER PEOPLE HEALTH CENTER,"10901 E MCDOWELL RD, SCOTTSDALE, AZ 85256-5300",480-278-7742,Hospital,High
"RIVER SOURCE TREATMENT CENTER - CASA GRANDE, LLC","2325 W GUADALUPE RD, GILBERT, AZ 85233-2811",602-739-7110,Other,Low
"RIVER SOURCE TREATMENT CENTER, CASA GRANDE LLC THE","16286 SUNLAND GIN ROAD, ARIZONA CITY, AZ 85123",520-709-5296,Other,Low
RIVERVIEW WELLNESS CENTER,"2020 SILVER CREEK RD, BULLHEAD CITY, AZ 86442-8476",928-542-1097,Other,Low
Riviera Surgical Center,"3003 HIGHWAY 95 #63, BULLHEAD CITY, 96442",909-245-2381,Primary Care Office,High
ROOSEVELT HEALTH CENTER,"3146 E WIER AVE, PHOENIX, AZ 85040-2754",480-858-9100,Hospital,High
ROSEWOOD RANCH OUTPATIENT CLINIC,"521 W WICKENBURG WAY, WICKENBURG, AZ 85390-5200",928-684-9594,Other,Low
ROYA HEALTH LLC,"1345 E MAIN ST STE 104, MESA, AZ 85203-8950",678-642-3532,Other,Low
ROYAL LIFE CENTERS,"655 W GURLEY ST, PRESCOTT, AZ 86305-3619",520-274-8660,Other,Low
ROYAL LIFE CENTERS,"831 GAIL GARDNER WAY, PRESCOTT, AZ 86305-1606",928-445-5591,Other,Low
Rummel Eye Care/Eye Surgery Services,"1022 WILLOW CREEK RD, PRESCOTT, AZ 86301-1607",928-445-1341,Other,Low
"S T A R - STAND TOGETHER AND RECOVER CENTERS, INC","1310 W UNIVERSITY DR, MESA, AZ 85201-5420",480-649-3642,Other,Low
"S T A R - STAND TOGETHER AND RECOVER CENTERS, INC","2502 E WASHINGTON ST, PHOENIX, AZ 85034-1412",602-231-0071,Other,Low
"S T A R - STAND TOGETHER AND RECOVER CENTERS, INC.","605 N CENTRAL AVE, AVONDALE, AZ 85323-1910",623-882-8463,Other,Low
"S.E.E.K. ARIZONA, LLC","1830 S ALMA SCHOOL RD, MESA, AZ 85210-3056",480-902-0771,Other,Low
SAFE HAVEN YOUTH & FAMILY SERVICES,"2266 S DOBSON RD, MESA, AZ 85202-6488",480-499-3991,Other,Low
SAFE HOUSE WELLNESS & HEALTH,"1204 E BASELINE RD, TEMPE, AZ 85283-1454",480-687-9194,Other,Low
SAGE COUNSELING INC,"15650 N BLACK CANYON HWY, PHOENIX, AZ 85053-4064",480-649-3352,Other,Low
SAGE COUNSELING INC,"3336 N 32ND ST STE 1, PHOENIX, AZ 85018-6241",480-649-3352,Other,Low
"SAGE COUNSELING, INC","3802 N 53RD AVE, PHOENIX, AZ 85031-3021",480-649-3352,Other,Low
"SAGE COUNSELING, INC","3001 N MAIN ST STE 1A, PRESCOTT VALLEY, AZ 86314-1215",480-649-3352,Other,Low
"SAGE COUNSELING, INC","4427 S RURAL RD STE 5, TEMPE, AZ 85282-7061",480-649-3352,Other,Low
"SAGE COUNSELING, INC","10413 N SCOTTSDALE RD, SCOTTSDALE, AZ 85253-1428",480-649-3352,Other,Low
"SAGE COUNSELING, INC","4435 S RURAL RD STE 5, TEMPE, AZ 85282-7059",480-649-3352,Other,Low
"SAGE COUNSELING, INC","1132 E BROADWAY BLVD, TUCSON, AZ 85719-5846",480-649-3352,Other,Low
"SAGE COUNSELING, INC","6610 N 47TH AVE, GLENDALE, AZ 85301-4163",480-649-3352,Other,Low
"SAGE COUNSELING, INC","460 N MESA DR STE 11, MESA, AZ 85201-5973",480-649-3352,Other,Low
"SAGE COUNSELING, INC.","1849 AIRFIELD AVE, KINGMAN, AZ 86401-4004",480-649-3352,Other,Low
"SAGE COUNSELING, INC.","3101 E SHEA BLVD, PHOENIX, AZ 85028-3210",480-649-3352,Other,Low
"SAGE COUNSELING, INC.","111 W 1ST ST, CASA GRANDE, AZ 85122-4401",480-649-3352,Other,Low
"SAGE COUNSELING, INC.","791 S 4TH AVE, YUMA, AZ 85364-3067",480-649-3352,Other,Low
SAGE HEALING LLC,"6625 E MAIN ST, MESA, AZ 85205-9038",602-816-5500,Other,Low
SAGE OUTPATIENT CLINIC,"PO BOX 457, HIGHWAY 264, GANADO, AZ 86505",928-755-3411,Other,Low
SAGE PALLIATIVE,"6380 E THOMAS RD STE 1, SCOTTSDALE, AZ 85251-7073",480-607-0606,Other,Low
SAGE PRIMARY AND PALLIATIVE CARE,"6380 E THOMAS RD STE 100, SCOTTSDALE, AZ 85251-7033",480-607-0606,Other,Low
SAGUARO DERMATOLOGY ASSOCIATES,"3400 E MCDOWELL RD, PHOENIX, AZ 85008-3884",480-681-3300,Other,Low
"SAGUARO JOINT AND SPINE, LLC","2919 S ELLSWORTH RD STE 109, MESA, AZ 85212-2165",480-597-4321,Orthopedic Office,High
SAGUARO SPRINGS HEALING CENTER PLLC,"4447 E BROADWAY RD, MESA, AZ 85206-2018",480-964-3914,Other,Low
SAHARA WELLNESS CENTER,"5720 W PEORIA AVE # 102, GLENDALE, AZ 85302-1420",623-878-2100,Other,Low
SALIM MEDICAL URGENT CARE INC,"1465 E NORTHERN AVE, KINGMAN, AZ 86409-2402",928-757-5522,Other,Low
"SALOSAA INTEGRATED, LLC","7509 N 35TH AVE, PHOENIX, AZ 85051-7480",480-468-1796,Other,Low
SAMARIA BEHAVIORAL HEALTH CENTER LLC,"6197 S RURAL RD, TEMPE, AZ 85283-2909",480-471-8980,Other,Low
SAMIA PSYCHIATRY IOP PLLC,"1757 E BASELINE RD STE 101-103, GILBERT, AZ 85233-1533",806-834-7159,Other,Low
SAN GABRIEL MEDICAL CLINIC,"4515 S MCCLINTOCK DR, TEMPE, AZ 85282-7376",480-780-0690,Other,Low
SAN LUIS OUTPATIENT SURGERY CENTER,"151 S OAK AVE STE 6, SAN LUIS, AZ 85336-0756",928-315-7910,Primary Care Office,High
SAN LUIS URGENT CARE,"1233 N MAIN ST, SAN LUIS, AZ 85336-0663",928-550-5514,Other,Low
SAN LUIS URGENT CARE,"151 S OAK AVE STE 7, SAN LUIS, AZ 85336-0756",928-662-0406,Other,Low
SAN LUIS WALK-IN CLINIC,"950 E MAIN ST, SOMERTON, AZ 85350-7409",928-236-8001,Other,Low
SAN LUIS WALK-IN CLINIC URGENT CARE & FAMILY CENTE,"214 W MAIN ST, SOMERTON, AZ 85350-6329",928-627-1120,Other,Low
"SAN LUIS WALK-IN CLINIC, INC MATERNAL & CHILD HEAL","2175 S AVENUE A STE A, YUMA, AZ 85364-8458",928-459-3493,Other,Low
"SAN LUIS WALK-IN CLINIC, INC. - FAMILY & ADULT CEN","1896 E BABBIT LN, SAN LUIS, AZ 85336-7820",928-722-6112,Other,Low
"SAN LUIS WALK-IN CLINIC, INC. - MOBILE CLINIC","1896 E BABBIT LN, SAN LUIS, AZ 85336-7820",928-722-6112,Other,Low
"SAN TAN BEHAVIORAL HEALTH SERVICES, LLC","459 N GILBERT RD, GILBERT, AZ 85234-4591",480-507-3644,Other,Low
SANCTUARY SOBER LIVING LLC,"11645 N CAVE CREEK RD, PHOENIX, AZ 85020-1300",602-612-3816,Other,Low
SANTA CATALINA HEALTH CENTER,"16701 N ORACLE RD, TUCSON, AZ 85739-9102",520-682-1091,Hospital,High
SANTAN SURGERY CENTER,"1704 E BOSTON ST, GILBERT, AZ 85295-6223",480-656-8600,Primary Care Office,High
SANTE OF CHANDLER,"825 S 94TH ST, CHANDLER, AZ 85224-6281",480-361-6636,Other,Low
SANTE OF NORTH SCOTTSDALE OUTPATIENT THERAPY,"17490 N 93RD ST, SCOTTSDALE, AZ 85255-6323",480-588-5386,Other,Low
SANTE OF SURPRISE,"14775 W YORKSHIRE DR, SURPRISE, AZ 85374-7224",623-594-5050,Other,Low
SAVIOR PALLIATIVE CARE,"4530 E SHEA BLVD, PHOENIX, AZ 85028-6065",605-210-1254,Other,Low
SCHC SCHOOL HEALTH PROGRAM - MOBILE UNIT,"2060 W 24TH ST, YUMA, AZ 85364-6123",928-819-8999,Other,Low
SCOTTSDALE CENTER FOR ROBOTIC SURGERY PLLC,"9377 E BELL RD STE 201, SCOTTSDALE, AZ 85260-1503",480-485-1409,Other,Low
SCOTTSDALE DETOX,"7283 E EARLL DR STE B, SCOTTSDALE, AZ 85251-7230",480-216-7577,Other,Low
Scottsdale Endoscopy Center,"9787 N 91ST ST, SCOTTSDALE, AZ 85258-5088",480-657-0889,Other,Low
"Scottsdale Eye Institute, PLLC","215 S POWER RD STE 11, MESA, AZ 85206-5235",480-981-1345,Other,Low
SCOTTSDALE EYE SURGERY CENTER,"8414 N 90TH ST, SCOTTSDALE, AZ 85258-4348",480-949-1208,Primary Care Office,High
SCOTTSDALE KIDNEY CENTER LLC,"6970 E CHAUNCEY LN, PHOENIX, AZ 85054-5157",480-515-2160,Nephrology Office,Low
SCOTTSDALE MCCORMICK RANCH SURGICENTER,"8129 N 87TH PL, SCOTTSDALE, AZ 85258-4681",480-410-4000,Other,Low
SCOTTSDALE OUTPATIENT SURGERY CENTER,"8994 E DESERT COVE AVE, SCOTTSDALE, AZ 85260-7901",480-551-2040,Primary Care Office,High
SCOTTSDALE OUTPATIENT SURGERY GROUP LLC,"8994 E DESERT COVE AVE, SCOTTSDALE, AZ 85260-7901",480-551-2040,Other,Low
"SCOTTSDALE PAIN CENTER, LLC","7010 E CHAUNCEY LN, PHOENIX, AZ 85054-3111",480-935-3382,Pain Management,Medium
"SCOTTSDALE PROVIDENCE RECOVERY CENTER, INC.","8889 E VIA LINDA, SCOTTSDALE, AZ 85258-5420",480-284-7440,Other,Low
SCOTTSDALE RECOVERY II LLC,"10227 N SCOTTSDALE RD, SCOTTSDALE, AZ 85253-1424",480-466-7773,Other,Low
"SCOTTSDALE RECOVERY II, LLC","8149 N 87TH PL, SCOTTSDALE, AZ 85258-4352",480-699-9044,Other,Low
SCOTTSDALE SURGERY CENTER,"8900 E RAINTREE DR, SCOTTSDALE, AZ 85260-7307",480-300-4489,Primary Care Office,High
"SCOTTSDALE TREATMENT INSTITUTE, P L C","3200 N HAYDEN RD, SCOTTSDALE, AZ 85251-6652",480-429-9044,Other,Low
SCOTTSDALE VIRTUAL CLINIC,"6991 E CAMELBACK RD STE D300, SCOTTSDALE, AZ 85251-2492",952-649-8971,Other,Low
SEABHS - SAFFORD OUTPATIENT,"1615 S 1ST AVE, SAFFORD, AZ 85546-2103",520-838-3910,Other,Low
SEABHS SIERRA VISTA OUTPATIENT TREATMENT CENTER,"4755 CAMPUS DR, SIERRA VISTA, AZ 85635-2449",520-221-0468,Other,Low
"SEAGLASS RECOVERY, LLC","711 W GURLEY ST, PRESCOTT, AZ 86305-3621",855-468-3386,Other,Low
SEDONA WELLNESS RETREAT,"125 KALLOF PL, SEDONA, AZ 86336-5566",928-613-2233,Other,Low
SELLS DIALYSIS,"HIGHWAY 86 MILEPOST 113, SELLS, AZ 85634-3030",520-383-7615,Other,Low
"SENTIENCE PSYCHOLOGICAL SERVICES, PLLC","300 W CLARENDON AVE STE 470, PHOENIX, AZ 85013-3475",602-730-4450,Other,Low
"SENTIENCE, PLLC","300 W CLARENDON AVE STE 470, PHOENIX, AZ 85013-3475",602-730-4450,Other,Low
SEQUOIA BEHAVIORAL HEALTH LLC,"2152 S VINEYARD # BUI, MESA, AZ 85210-6871",928-460-0862,Other,Low
SERENE LIFE SERVICES LLC,"13820 N 51ST AVE STE 10, GLENDALE, AZ 85306-4885",480-404-4969,Other,Low
SERENITY CIRCLE WELLNESS CENTER,"1229 E CHERRY ST, COTTONWOOD, AZ 86326-3458",928-442-9205,Other,Low
Serenity House,"1620 N 48TH ST, PHOENIX, AZ 85008-7723",480-352-1667,Other,Low
SERVING HANDS LLC,"1714 W LINCOLN ST STE 1B, PHOENIX, AZ 85007-3328",602-675-0583,Other,Low
SHALOM INTEGRATED BEHAVIORAL CLINIC LLC,"540 W IRON AVE STE 20, MESA, AZ 85210-6025",520-304-8856,Other,Low
SHAMROCK RECOVERY SERVICES LLC,"1000 AINSWORTH DR STE B, PRESCOTT, AZ 86305-1667",928-445-0744,Other,Low
SHEA PAIN SOLUTIONS LLC,"2629 N SCOTTSDALE RD # SU, SCOTTSDALE, AZ 85257-1370",480-307-8258,Pain Management,Medium
SHEA SPECIALTY SURGERY,"8426 E SHEA BLVD STE 100, SCOTTSDALE, AZ 85260-6634",480-389-6460,Other,Low
SHINING NEW LIGHT LLC,"4050 E GREENWAY RD, PHOENIX, AZ 85032-4700",623-900-7568,Other,Low
SIERRA TUCSON,"39580 S LAGO DEL ORO PKWY, TUCSON, AZ 85739-1091",520-624-4000,Other,Low
SIERRA VISTA DIALYSIS,"629 N HIGHWAY 90 BYP, SIERRA VISTA, AZ 85635-2257",520-459-7791,Other,Low
SIERRA VISTA MEDICAL GROUP FAMILY PRACTICE,"210 EL CAMINO REAL # D, SIERRA VISTA, AZ 85635-2810",520-263-3762,Primary Care Office,Low
SIERRA VISTA MEDICAL GROUP MULTI SPECIALTY CLINIC,"5750 E HIGHWAY 90 STE 20, SIERRA VISTA, AZ 85635-9111",520-263-3001,Primary Care Office,High
